date,value
2024-01-10 00:00:00,0.0
2024-01-10 01:00:00,0.0
2024-01-10 02:00:00,0.0
2024-01-10 03:00:00,0.0
2024-01-10 04:00:00,0.0
2024-01-10 05:00:00,0.0
2024-01-10 06:00:00,0.0
2024-01-10 07:00:00,0.0
2024-01-10 08:00:00,0.0
2024-01-10 09:00:00,0.0
2024-01-10 10:00:00,0.0
2024-01-10 11:00:00,0.0
2024-01-10 12:00:00,0.0
2024-01-10 13:00:00,0.0
2024-01-10 14:00:00,0.0
2024-01-10 15:00:00,0.0
2024-01-10 16:00:00,0.0
2024-01-10 17:00:00,0.0
2024-01-10 18:00:00,0.0
2024-01-10 19:00:00,0.211922
2024-01-10 20:00:00,0.250569
2024-01-10 21:00:00,0.221006
2024-01-10 22:00:00,0.336134
2024-01-10 23:00:00,0.618962
2024-01-11 00:00:00,1.038867
2024-01-11 01:00:00,0.567836
2024-01-11 02:00:00,0.630702
2024-01-11 03:00:00,0.449459
2024-01-11 04:00:00,0.893443
2024-01-11 05:00:00,0.624753
2024-01-11 06:00:00,0.338841
2024-01-11 07:00:00,0.700617
2024-01-11 08:00:00,0.866242
2024-01-11 09:00:00,0.816965
2024-01-11 10:00:00,0.752414
2024-01-11 11:00:00,0.741503
2024-01-11 12:00:00,1.003185
2024-01-11 13:00:00,1.033162
2024-01-11 14:00:00,0.727486
2024-01-11 15:00:00,1.004867
2024-01-11 16:00:00,0.867296
2024-01-11 17:00:00,0.725325
2024-01-11 18:00:00,0.664405
2024-01-11 19:00:00,0.800903
2024-01-11 20:00:00,0.885181
2024-01-11 21:00:00,1.003049
2024-01-11 22:00:00,1.027911
2024-01-11 23:00:00,0.92304
2024-01-12 00:00:00,1.004568
2024-01-12 01:00:00,0.93814
2024-01-12 02:00:00,0.947756
2024-01-12 03:00:00,1.077463
2024-01-12 04:00:00,1.021951
2024-01-12 05:00:00,0.933252
2024-01-12 06:00:00,0.875364
2024-01-12 07:00:00,0.630296
2024-01-12 08:00:00,0.618057
2024-01-12 09:00:00,0.117366
2024-01-12 10:00:00,0.0
2024-01-12 11:00:00,0.0
2024-01-12 12:00:00,0.0
2024-01-12 13:00:00,0.0
2024-01-12 14:00:00,0.0
2024-01-12 15:00:00,0.0
2024-01-12 16:00:00,0.0
2024-01-12 17:00:00,0.0
2024-01-12 18:00:00,0.0
2024-01-12 19:00:00,0.00981
2024-01-12 20:00:00,0.000353
2024-01-12 21:00:00,0.588615
2024-01-12 22:00:00,0.976964
2024-01-12 23:00:00,0.930593
2024-01-13 00:00:00,0.899555
2024-01-13 01:00:00,0.977555
2024-01-13 02:00:00,1.245931
2024-01-13 03:00:00,1.10325
2024-01-13 04:00:00,0.934581
2024-01-13 05:00:00,1.267784
2024-01-13 06:00:00,1.091569
2024-01-13 07:00:00,0.159477
2024-01-13 08:00:00,0.117918
2024-01-13 09:00:00,0.08542
2024-01-13 10:00:00,0.05807
2024-01-13 11:00:00,0.039101
2024-01-13 12:00:00,0.033007
2024-01-13 13:00:00,0.029687
2024-01-13 14:00:00,0.090646
2024-01-13 15:00:00,0.047147
2024-01-13 16:00:00,0.033947
2024-01-13 17:00:00,0.034829
2024-01-13 18:00:00,0.030292
2024-01-13 19:00:00,0.063998
2024-01-13 20:00:00,0.084373
2024-01-13 21:00:00,0.059599
2024-01-13 22:00:00,0.056724
2024-01-13 23:00:00,0.043909
