date,value
2024-01-01 00:00:00,0.569271
2024-01-01 01:00:00,0.575049
2024-01-01 02:00:00,0.549675
2024-01-01 03:00:00,0.37002
2024-01-01 04:00:00,0.411588
2024-01-01 05:00:00,0.455827
2024-01-01 06:00:00,0.91193
2024-01-01 07:00:00,0.660197
2024-01-01 08:00:00,0.6757
2024-01-01 09:00:00,0.939909
2024-01-01 10:00:00,0.716105
2024-01-01 11:00:00,0.873551
2024-01-01 12:00:00,0.333512
2024-01-01 13:00:00,0.870638
2024-01-01 14:00:00,0.918164
2024-01-01 15:00:00,0.801042
2024-01-01 16:00:00,0.62085
2024-01-01 17:00:00,0.522323
2024-01-01 18:00:00,0.723861
2024-01-01 19:00:00,0.701497
2024-01-01 20:00:00,0.543945
2024-01-01 21:00:00,0.863802
2024-01-01 22:00:00,0.390951
2024-01-01 23:00:00,0.349528
2024-01-02 00:00:00,0.516553
2024-01-02 01:00:00,0.357064
2024-01-02 02:00:00,0.595085
2024-01-02 03:00:00,0.297949
2024-01-02 04:00:00,0.261914
2024-01-02 05:00:00,0.260075
2024-01-02 06:00:00,0.36958
2024-01-02 07:00:00,0.464071
2024-01-02 08:00:00,0.936182
2024-01-02 09:00:00,0.836524
2024-01-02 10:00:00,0.717383
2024-01-02 11:00:00,0.867204
2024-01-02 12:00:00,0.441073
2024-01-02 13:00:00,0.634562
2024-01-02 14:00:00,1.088143
2024-01-02 15:00:00,1.350456
2024-01-02 16:00:00,0.907682
2024-01-02 17:00:00,0.929216
2024-01-02 18:00:00,0.430534
2024-01-02 19:00:00,0.60013
2024-01-02 20:00:00,0.700187
2024-01-02 21:00:00,0.455208
2024-01-02 22:00:00,0.377165
2024-01-02 23:00:00,0.563835
2024-01-03 00:00:00,0.312174
2024-01-03 01:00:00,0.716357
2024-01-03 02:00:00,0.268327
2024-01-03 03:00:00,0.0
2024-01-03 04:00:00,0.0
2024-01-03 05:00:00,0.195345
2024-01-03 06:00:00,0.652734
2024-01-03 07:00:00,0.713053
2024-01-03 08:00:00,0.770085
2024-01-03 09:00:00,0.773568
2024-01-03 10:00:00,0.956413
2024-01-03 11:00:00,0.672233
2024-01-03 12:00:00,0.585726
2024-01-03 13:00:00,0.981397
2024-01-03 14:00:00,1.013444
2024-01-03 15:00:00,0.764779
2024-01-03 16:00:00,0.965446
2024-01-03 17:00:00,1.073047
2024-01-03 18:00:00,0.537256
2024-01-03 19:00:00,1.138965
2024-01-03 20:00:00,1.35345
2024-01-03 21:00:00,0.845996
2024-01-03 22:00:00,0.661344
2024-01-03 23:00:00,0.167936
2024-01-04 00:00:00,0.0
2024-01-04 01:00:00,0.0
2024-01-04 02:00:00,0.0
2024-01-04 03:00:00,0.0
2024-01-04 04:00:00,0.0
2024-01-04 05:00:00,0.0
2024-01-04 06:00:00,0.826367
2024-01-04 07:00:00,0.740088
2024-01-04 08:00:00,0.745858
2024-01-04 09:00:00,0.670337
2024-01-04 10:00:00,0.917952
2024-01-04 11:00:00,0.643994
2024-01-04 12:00:00,0.393001
2024-01-04 13:00:00,0.763037
2024-01-04 14:00:00,1.192708
2024-01-04 15:00:00,0.876107
2024-01-04 16:00:00,0.951904
2024-01-04 17:00:00,0.561849
2024-01-04 18:00:00,0.632292
2024-01-04 19:00:00,1.235449
2024-01-04 20:00:00,1.008073
2024-01-04 21:00:00,0.894922
2024-01-04 22:00:00,0.30402
2024-01-04 23:00:00,0.394157
2024-01-05 00:00:00,0.847225
2024-01-05 01:00:00,0.163371
2024-01-05 02:00:00,0.0
2024-01-05 03:00:00,0.0
2024-01-05 04:00:00,0.0
2024-01-05 05:00:00,0.0
2024-01-05 06:00:00,0.973568
2024-01-05 07:00:00,0.861702
2024-01-05 08:00:00,1.263525
2024-01-05 09:00:00,0.974186
2024-01-05 10:00:00,0.627319
2024-01-05 11:00:00,0.816398
2024-01-05 12:00:00,0.494743
