date,value
2024-01-25 00:00:00,0.0
2024-01-25 01:00:00,0.0
2024-01-25 02:00:00,0.0
2024-01-25 03:00:00,0.0
2024-01-25 04:00:00,0.0
2024-01-25 05:00:00,0.0
2024-01-25 06:00:00,0.0
2024-01-25 07:00:00,0.89222
2024-01-25 08:00:00,1.013086
2024-01-25 09:00:00,0.850488
2024-01-25 10:00:00,0.513704
2024-01-25 11:00:00,0.242187
2024-01-25 12:00:00,0.100098
2024-01-25 13:00:00,0.440723
2024-01-25 14:00:00,0.353906
2024-01-25 15:00:00,0.12653
2024-01-25 16:00:00,1.220833
2024-01-25 17:00:00,0.266862
2024-01-25 18:00:00,0.044922
2024-01-25 19:00:00,0.355566
2024-01-25 20:00:00,0.442773
2024-01-25 21:00:00,0.0
2024-01-25 22:00:00,0.0
2024-01-25 23:00:00,0.0
2024-01-26 00:00:00,0.0
2024-01-26 01:00:00,0.0
2024-01-26 02:00:00,0.0
2024-01-26 03:00:00,0.0
2024-01-26 04:00:00,0.0
2024-01-26 05:00:00,0.0
2024-01-26 06:00:00,0.0
2024-01-26 07:00:00,0.253027
2024-01-26 08:00:00,0.241471
2024-01-26 09:00:00,0.908724
2024-01-26 10:00:00,0.444824
2024-01-26 11:00:00,0.0
2024-01-26 12:00:00,0.0
2024-01-26 13:00:00,0.0
2024-01-26 14:00:00,0.0
2024-01-26 15:00:00,0.004651
2024-01-26 16:00:00,0.505436
2024-01-26 17:00:00,0.825944
2024-01-26 18:00:00,0.381934
2024-01-26 19:00:00,0.435254
2024-01-26 20:00:00,0.324089
2024-01-26 21:00:00,0.0
2024-01-26 22:00:00,0.0
2024-01-26 23:00:00,0.0
2024-01-27 00:00:00,0.0
2024-01-27 01:00:00,0.0
2024-01-27 02:00:00,0.0
2024-01-27 03:00:00,0.0
2024-01-27 04:00:00,0.0
2024-01-27 05:00:00,0.0
2024-01-27 06:00:00,0.0
2024-01-27 07:00:00,0.590186
2024-01-27 08:00:00,0.736589
2024-01-27 09:00:00,0.721322
2024-01-27 10:00:00,1.011816
2024-01-27 11:00:00,0.965007
2024-01-27 12:00:00,0.226823
2024-01-27 13:00:00,0.693685
2024-01-27 14:00:00,0.806706
2024-01-27 15:00:00,0.724772
2024-01-27 16:00:00,0.810335
2024-01-27 17:00:00,0.097266
2024-01-27 18:00:00,0.0
2024-01-27 19:00:00,0.0
2024-01-27 20:00:00,0.0
2024-01-27 21:00:00,0.0
2024-01-27 22:00:00,0.0
2024-01-27 23:00:00,0.0
2024-01-28 00:00:00,0.0
2024-01-28 01:00:00,0.0
2024-01-28 02:00:00,0.0
2024-01-28 03:00:00,0.0
2024-01-28 04:00:00,0.0
2024-01-28 05:00:00,0.0
2024-01-28 06:00:00,0.013289
2024-01-28 07:00:00,0.483105
2024-01-28 08:00:00,1.141471
2024-01-28 09:00:00,0.813672
2024-01-28 10:00:00,0.752018
2024-01-28 11:00:00,0.41556
2024-01-28 12:00:00,0.314062
2024-01-28 13:00:00,0.989535
2024-01-28 14:00:00,0.664551
2024-01-28 15:00:00,1.18278
2024-01-28 16:00:00,0.695573
2024-01-28 17:00:00,0.690365
2024-01-28 18:00:00,0.204753
2024-01-28 19:00:00,1.157552
2024-01-28 20:00:00,0.6875
2024-01-28 21:00:00,0.743815
2024-01-28 22:00:00,0.0
2024-01-28 23:00:00,0.0
