date,value
2024-01-01 00:00:00,0.0
2024-01-01 01:00:00,0.0
2024-01-01 02:00:00,0.0
2024-01-01 03:00:00,0.0
2024-01-01 04:00:00,0.0
2024-01-01 05:00:00,0.0
2024-01-01 06:00:00,0.0
2024-01-01 07:00:00,0.0
2024-01-01 08:00:00,0.0
2024-01-01 09:00:00,0.0
2024-01-01 10:00:00,0.056644
2024-01-01 11:00:00,2.146941
2024-01-01 12:00:00,6.47598
2024-01-01 13:00:00,6.558725
2024-01-01 14:00:00,5.565437
2024-01-01 15:00:00,5.112722
2024-01-01 16:00:00,5.940397
2024-01-01 17:00:00,5.553458
2024-01-01 18:00:00,5.877381
2024-01-01 19:00:00,4.908002
2024-01-01 20:00:00,5.765159
2024-01-01 21:00:00,4.675464
2024-01-01 22:00:00,2.647174
2024-01-01 23:00:00,1.890767
2024-01-02 00:00:00,1.449448
2024-01-02 01:00:00,0.51049
2024-01-02 02:00:00,0.0
2024-01-02 03:00:00,0.0
2024-01-02 04:00:00,0.0
2024-01-02 05:00:00,0.0
2024-01-02 06:00:00,0.0
2024-01-02 07:00:00,0.0
2024-01-02 08:00:00,0.0
2024-01-02 09:00:00,0.0
2024-01-02 10:00:00,0.105763
2024-01-02 11:00:00,3.100395
2024-01-02 12:00:00,6.912287
2024-01-02 13:00:00,5.679463
2024-01-02 14:00:00,5.595015
2024-01-02 15:00:00,5.533308
2024-01-02 16:00:00,6.488073
2024-01-02 17:00:00,5.172655
2024-01-02 18:00:00,5.308343
2024-01-02 19:00:00,5.040137
2024-01-02 20:00:00,5.553072
2024-01-02 21:00:00,2.490423
2024-01-02 22:00:00,1.594843
2024-01-02 23:00:00,0.949471
2024-01-03 00:00:00,0.196767
2024-01-03 01:00:00,0.0
2024-01-03 02:00:00,0.0
2024-01-03 03:00:00,0.0
2024-01-03 04:00:00,0.0
2024-01-03 05:00:00,0.0
2024-01-03 06:00:00,0.0
2024-01-03 07:00:00,0.0
2024-01-03 08:00:00,0.0
2024-01-03 09:00:00,0.0
2024-01-03 10:00:00,0.471774
2024-01-03 11:00:00,2.922669
2024-01-03 12:00:00,7.609493
2024-01-03 13:00:00,6.48792
2024-01-03 14:00:00,5.472281
2024-01-03 15:00:00,4.899318
2024-01-03 16:00:00,6.473068
2024-01-03 17:00:00,5.307308
2024-01-03 18:00:00,6.404437
2024-01-03 19:00:00,5.356934
2024-01-03 20:00:00,5.337544
2024-01-03 21:00:00,3.839697
2024-01-03 22:00:00,1.341169
2024-01-03 23:00:00,0.421835
2024-01-04 00:00:00,0.0
2024-01-04 01:00:00,0.0
2024-01-04 02:00:00,0.0
2024-01-04 03:00:00,0.0
2024-01-04 04:00:00,0.0
2024-01-04 05:00:00,0.0
2024-01-04 06:00:00,0.0
2024-01-04 07:00:00,0.0
2024-01-04 08:00:00,0.0
2024-01-04 09:00:00,0.0
2024-01-04 10:00:00,0.466267
2024-01-04 11:00:00,2.467932
2024-01-04 12:00:00,6.923502
2024-01-04 13:00:00,6.009533
2024-01-04 14:00:00,6.46116
2024-01-04 15:00:00,5.423663
2024-01-04 16:00:00,4.887338
2024-01-04 17:00:00,5.370315
2024-01-04 18:00:00,5.784159
2024-01-04 19:00:00,5.887787
2024-01-04 20:00:00,5.354993
2024-01-04 21:00:00,5.047115
2024-01-04 22:00:00,3.89776
2024-01-04 23:00:00,1.573894
2024-01-05 00:00:00,0.0
2024-01-05 01:00:00,0.0
2024-01-05 02:00:00,0.0
2024-01-05 03:00:00,0.0
2024-01-05 04:00:00,0.0
2024-01-05 05:00:00,0.0
2024-01-05 06:00:00,0.0
2024-01-05 07:00:00,0.0
2024-01-05 08:00:00,0.0
2024-01-05 09:00:00,0.0
2024-01-05 10:00:00,0.262701
2024-01-05 11:00:00,2.795246
2024-01-05 12:00:00,7.469485
2024-01-05 13:00:00,6.290336
2024-01-05 14:00:00,6.146768
2024-01-05 15:00:00,5.221386
2024-01-05 16:00:00,5.835404
2024-01-05 17:00:00,5.497727
2024-01-05 18:00:00,5.422507
2024-01-05 19:00:00,5.688786
2024-01-05 20:00:00,4.952916
2024-01-05 21:00:00,4.002988
2024-01-05 22:00:00,2.596786
2024-01-05 23:00:00,0.0
2024-01-06 00:00:00,0.0
2024-01-06 01:00:00,0.0
2024-01-06 02:00:00,0.0
2024-01-06 03:00:00,0.0
2024-01-06 04:00:00,0.0
2024-01-06 05:00:00,0.0
2024-01-06 06:00:00,0.0
2024-01-06 07:00:00,0.0
2024-01-06 08:00:00,0.0
2024-01-06 09:00:00,0.0
2024-01-06 10:00:00,0.586865
2024-01-06 11:00:00,2.206249
2024-01-06 12:00:00,4.243734
2024-01-06 13:00:00,5.881808
2024-01-06 14:00:00,5.661412
2024-01-06 15:00:00,6.222722
2024-01-06 16:00:00,6.298039
2024-01-06 17:00:00,5.477809
2024-01-06 18:00:00,5.253198
2024-01-06 19:00:00,5.373186
2024-01-06 20:00:00,5.085854
2024-01-06 21:00:00,4.309314
2024-01-06 22:00:00,3.689515
2024-01-06 23:00:00,0.560409
2024-01-07 00:00:00,0.0
