date,value
2024-01-03 00:00:00,0.0
2024-01-03 01:00:00,0.0
2024-01-03 02:00:00,0.0
2024-01-03 03:00:00,0.315362
2024-01-03 04:00:00,0.337177
2024-01-03 05:00:00,0.257174
2024-01-03 06:00:00,0.257922
2024-01-03 07:00:00,0.319947
2024-01-03 08:00:00,0.393397
2024-01-03 09:00:00,0.328982
2024-01-03 10:00:00,0.317264
2024-01-03 11:00:00,0.542786
2024-01-03 12:00:00,0.330234
2024-01-03 13:00:00,0.578249
2024-01-03 14:00:00,0.219587
2024-01-03 15:00:00,0.371796
2024-01-03 16:00:00,0.333655
2024-01-03 17:00:00,0.397856
2024-01-03 18:00:00,0.048987
2024-01-03 19:00:00,0.0
2024-01-03 20:00:00,0.0
2024-01-03 21:00:00,0.0
2024-01-03 22:00:00,0.0
2024-01-03 23:00:00,0.0
2024-01-04 00:00:00,0.0
2024-01-04 01:00:00,0.0
2024-01-04 02:00:00,0.0
2024-01-04 03:00:00,0.0
2024-01-04 04:00:00,0.0
2024-01-04 05:00:00,0.0
2024-01-04 06:00:00,0.0
2024-01-04 07:00:00,0.0
2024-01-04 08:00:00,0.0
2024-01-04 09:00:00,0.389689
2024-01-04 10:00:00,0.484512
2024-01-04 11:00:00,0.184771
2024-01-04 12:00:00,0.181276
2024-01-04 13:00:00,0.23975
2024-01-04 14:00:00,0.310923
2024-01-04 15:00:00,0.354497
2024-01-04 16:00:00,0.224674
2024-01-04 17:00:00,0.196847
2024-01-04 18:00:00,0.150989
2024-01-04 19:00:00,0.091621
2024-01-04 20:00:00,0.0
2024-01-04 21:00:00,0.0
2024-01-04 22:00:00,0.0
2024-01-04 23:00:00,0.0
2024-01-05 00:00:00,0.0
2024-01-05 01:00:00,0.0
2024-01-05 02:00:00,0.0
2024-01-05 03:00:00,0.0
2024-01-05 04:00:00,0.0
2024-01-05 05:00:00,0.0
2024-01-05 06:00:00,0.0
2024-01-05 07:00:00,0.576268
2024-01-05 08:00:00,0.8749
2024-01-05 09:00:00,0.864777
2024-01-05 10:00:00,0.707029
2024-01-05 11:00:00,0.442446
2024-01-05 12:00:00,0.385002
2024-01-05 13:00:00,0.516716
2024-01-05 14:00:00,0.508148
2024-01-05 15:00:00,0.530606
2024-01-05 16:00:00,0.542143
2024-01-05 17:00:00,0.525874
2024-01-05 18:00:00,0.538926
2024-01-05 19:00:00,0.282818
2024-01-05 20:00:00,0.361446
2024-01-05 21:00:00,0.169102
2024-01-05 22:00:00,0.0
2024-01-05 23:00:00,0.0
2024-01-06 00:00:00,0.0
2024-01-06 01:00:00,0.0
2024-01-06 02:00:00,0.0
2024-01-06 03:00:00,0.504177
2024-01-06 04:00:00,0.367807
2024-01-06 05:00:00,0.3771
2024-01-06 06:00:00,0.401448
2024-01-06 07:00:00,0.423773
2024-01-06 08:00:00,0.467493
2024-01-06 09:00:00,0.770663
2024-01-06 10:00:00,0.662929
2024-01-06 11:00:00,0.593595
2024-01-06 12:00:00,0.398683
2024-01-06 13:00:00,0.447763
2024-01-06 14:00:00,0.57251
2024-01-06 15:00:00,0.399354
2024-01-06 16:00:00,0.603563
2024-01-06 17:00:00,0.719065
2024-01-06 18:00:00,0.621283
2024-01-06 19:00:00,0.471299
2024-01-06 20:00:00,0.670118
2024-01-06 21:00:00,0.894727
2024-01-06 22:00:00,0.416632
2024-01-06 23:00:00,0.074533
2024-01-07 00:00:00,0.0
2024-01-07 01:00:00,0.0
2024-01-07 02:00:00,0.0
