date,value
2024-01-01,66.314
2024-01-02,100.211
2024-01-03,112.692
2024-01-04,150.003
2024-01-05,89.41
2024-01-06,78.801
2024-01-07,81.333
2024-01-08,97.363
2024-01-09,106.545
2024-01-10,112.079
2024-01-11,119.786
2024-01-12,116.945
2024-01-13,117.145
2024-01-14,88.41
2024-01-15,118.649
2024-01-16,92.808
2024-01-17,88.473
2024-01-18,103.437
2024-01-19,114.992
2024-01-20,122.097
2024-01-21,120.216
2024-01-22,96.572
2024-01-23,120.885
2024-01-24,103.0
2024-01-25,101.802
2024-01-26,113.81
2024-01-27,112.65
2024-01-28,109.259
2024-01-29,121.019
