date,value
2024-01-01,69.217
2024-01-02,57.302
2024-01-03,80.632
2024-01-04,74.125
2024-01-05,75.073
2024-01-06,75.778
2024-01-07,82.993
2024-01-08,83.669
2024-01-09,62.015
2024-01-10,41.279
2024-01-11,55.072
2024-01-12,82.725
2024-01-13,93.805
2024-01-14,94.366
2024-01-15,90.021
2024-01-16,80.581
2024-01-17,92.03
2024-01-18,107.48
2024-01-19,175.48
2024-01-20,180.673
2024-01-21,191.637
2024-01-22,103.812
2024-01-23,7.803
2024-01-24,16.095
2024-01-25,123.286
2024-01-26,103.847
2024-01-27,39.793
2024-01-28,75.369
2024-01-29,122.361
