date,value
2024-01-01,16.739
2024-01-02,11.996
2024-01-03,13.273
2024-01-04,14.042
2024-01-05,15.214
2024-01-06,16.739
2024-01-07,7.252
2024-01-08,15.827
2024-01-09,16.349
2024-01-10,19.901
2024-01-11,3.133
2024-01-12,19.628
2024-01-13,12.224
2024-01-14,15.542
2024-01-15,9.109
2024-01-16,6.844
2024-01-17,2.964
2024-01-18,16.8
2024-01-19,7.52
2024-01-20,19.424
2024-01-21,11.407
2024-01-22,13.602
2024-01-23,9.663
2024-01-24,16.197
2024-01-25,16.048
2024-01-26,5.004
2024-01-27,19.008
2024-01-28,1.893
2024-01-29,20.424
