date,value
2024-01-01,15.344
2024-01-02,14.956
2024-01-03,16.119
2024-01-04,13.74
2024-01-05,17.194
2024-01-06,16.801
2024-01-07,16.111
2024-01-08,17.959
2024-01-09,18.946
2024-01-10,22.315
2024-01-11,22.214
2024-01-12,21.833
2024-01-13,21.54
2024-01-14,20.321
2024-01-15,19.523
2024-01-16,18.244
2024-01-17,16.048
2024-01-18,18.658
2024-01-19,20.229
2024-01-20,23.963
2024-01-21,24.142
2024-01-22,22.222
2024-01-23,23.013
2024-01-24,20.993
2024-01-25,21.143
2024-01-26,22.153
2024-01-27,20.613
2024-01-28,22.631
2024-01-29,22.696
