date,value
2024/1/13,14.3
2024/1/14,14.5
2024/1/15,14.6
2024/1/16,12.7
2024/1/17,12.3
2024/1/18,12.5
2024/1/19,14
2024/1/20,12.8
2024/1/21,13.9
2024/1/22,17.9
2024/1/23,13.7
2024/1/24,12.3
2024/1/25,13.8
2024/1/26,18.2
2024/1/27,12.1
2024/1/28,13.3
2024/1/29,13.5
