date,value
2024/1/13,15.5
2024/1/14,35.8
2024/1/15,32.9
2024/1/16,36.5
2024/1/17,32.8
2024/1/18,35.9
2024/1/19,31.5
2024/1/20,31.9
2024/1/21,13.3
2024/1/22,36.3
2024/1/23,36.3
2024/1/24,35.1
2024/1/25,32
2024/1/26,36.2
2024/1/27,35.8
2024/1/28,35.1
2024/1/29,34.3
